,0
t,0.9999978155657216
t_std,1.0003699552623833
t_subj.0,1.000234078281246
t_subj.1,1.0014465878935634
t_subj.2,1.0003053735603642
t_subj.3,1.000091187673196
t_subj.4,1.000250245517756
t_subj.5,1.0003695227182146
t_subj.6,1.0006420969332117
t_subj.7,1.0023232234580841
t_subj.8,1.0006729642210908
t_subj.9,1.0053770109829399
t_subj.10,1.0007918413761667
t_subj.11,1.0001988159911617
t_subj.12,1.0011772042796947
t_subj.13,0.9999046460929536
t_subj.14,1.0011072436666
t_subj.15,1.0001061695582056
t_subj.16,1.0004531090533477
z_trans,1.000604472029474
z_std,0.9998590326250082
z_subj_trans.0,1.0005796155282307
z_subj_trans.1,1.000388789073613
z_subj_trans.2,0.9999949389413229
z_subj_trans.3,1.000646310144065
z_subj_trans.4,0.9997722809874217
z_subj_trans.5,1.0000387472682424
z_subj_trans.6,1.0002442513948928
z_subj_trans.7,1.0004633611185623
z_subj_trans.8,0.9997686665338439
z_subj_trans.9,1.0005804581387396
z_subj_trans.10,0.9999971277546491
z_subj_trans.11,0.9998739521145891
z_subj_trans.12,1.0020350865636276
z_subj_trans.13,1.0003232079379374
z_subj_trans.14,1.0000881062984301
z_subj_trans.15,1.0004958805807018
z_subj_trans.16,1.0004232981153456
a_Intercept,1.0010804717062676
a_Intercept_std,1.0003809152484098
a_Intercept_subj.0,1.000585215564696
a_Intercept_subj.1,1.0026718551842668
a_Intercept_subj.2,1.0020201296011877
a_Intercept_subj.3,1.000800416175911
a_Intercept_subj.4,1.0027758934286113
a_Intercept_subj.5,1.0019038904094832
a_Intercept_subj.6,1.0008337472130966
a_Intercept_subj.7,1.002328315027064
a_Intercept_subj.8,1.0018378379394977
a_Intercept_subj.9,1.0049834988459254
a_Intercept_subj.10,1.0024328296076264
a_Intercept_subj.11,1.0004083556590577
a_Intercept_subj.12,1.0019148024132887
a_Intercept_subj.13,1.0011220157331506
a_Intercept_subj.14,1.002580164170336
a_Intercept_subj.15,1.000077882540843
a_Intercept_subj.16,1.001749736435571
"a_C(cond, Treatment('Base'))[T.Delay]",1.0065000842641183
"a_C(cond, Treatment('Base'))[T.Dual]",1.0044037109844173
"a_C(cond, Treatment('Base'))[T.Switch]",1.0021453373467126
v_Intercept,1.001102170501569
v_Intercept_std,1.0003994899450916
v_Intercept_subj.0,1.0027236228107128
v_Intercept_subj.1,1.0014755274929072
v_Intercept_subj.2,1.0006246649394879
v_Intercept_subj.3,1.001185922066914
v_Intercept_subj.4,1.0006296206493013
v_Intercept_subj.5,1.0010203193279128
v_Intercept_subj.6,1.0007168732271026
v_Intercept_subj.7,1.0014621236482062
v_Intercept_subj.8,1.0004121247578324
v_Intercept_subj.9,1.0006894553012
v_Intercept_subj.10,1.000863990376687
v_Intercept_subj.11,1.0002827196896034
v_Intercept_subj.12,1.002303937157797
v_Intercept_subj.13,1.0005867463314466
v_Intercept_subj.14,1.0012196506188424
v_Intercept_subj.15,1.0017633415745424
v_Intercept_subj.16,1.0005249183155631
"v_C(cond, Treatment('Base'))[T.Delay]",1.0010156552475271
"v_C(cond, Treatment('Base'))[T.Dual]",1.0029471547778475
"v_C(cond, Treatment('Base'))[T.Switch]",1.0016951814143493
