vA,v0,v1,v2,aA,a0,a1,a2,t
0.4105579314006018,0.807238382383061,0.161731863698149,0.3012535601051921,1.1959382938747325,-0.3766793146427246,0.1849345608271057,-0.06626269634403971,0.25691966852534004
-0.032541626010876,0.8830356122194902,0.0954599691962052,0.2880009029158501,1.1615562579306538,-0.3698629495187804,0.15555150413551166,-0.05381097472615692,0.26577479297151674
-0.02101770954784446,0.8988656972841905,0.2517588320156481,0.3158735703244938,1.1660376678918691,-0.3863873052634173,0.12497009947731395,-0.08516612218386159,0.24846968790413165
-0.06488086551422481,1.120838161340736,0.2476257400138608,0.2992300127376051,1.155894164035357,-0.38618770120615054,0.1243439434738628,-0.07857009560548779,0.25322291941181535
-0.23590645306137775,0.9274290373134452,0.33441419216190815,0.27765401525928485,1.1412912659043488,-0.3770198966835969,0.1104723276801051,0.00251257291001391,0.24731578635163384
-0.1753692004822368,0.9127241201615844,0.2643358720572002,0.397317265284132,1.133511516729834,-0.36065104543020343,0.1609916788981136,-0.0184846974675525,0.27057211272589876
-0.19472336664600415,1.2196490892568728,0.29115958163658495,0.3287866337148072,1.1987166209749291,-0.3464052609297346,0.1795712191455494,-0.03735732431968969,0.248667935529164
-0.22934738282577305,1.10745342479939,0.2938143555930386,0.3444709635844623,1.2062658125872134,-0.32645202220624725,0.16453067323916268,-0.05460371792193954,0.2451897609622659
-0.3509780056965493,0.9875810389376198,0.26584840343894606,0.4427408208501949,1.1869690463665123,-0.3317491340874348,0.16082659351414863,-0.06070067361401417,0.2502347250625097
-0.42948149511805944,1.226877363616509,0.25699678957696415,0.27549287302509495,1.222854095566992,-0.32965921029404194,0.1721659250697157,-0.04620158091137447,0.23803304211420157
0.22884486108540372,1.3018686342893688,0.20295530714541135,0.3627176712786329,1.0551307664271274,-0.3218917839652814,0.17082625470664525,-0.06088153499692449,0.25433997535941383
-0.04854611133869298,1.1804566801278389,0.23206238015323383,0.3761120547186927,1.1549340344415653,-0.3281972166486741,0.18447462031093584,-0.02630159619873022,0.25355709222398654
-0.12144321472961037,1.1562819861311595,0.24157534373408895,0.3046706810128443,1.1615963815113637,-0.33421188599955,0.1631879358056891,-0.01632655645783469,0.2511885931766365
-0.1422390517884091,1.0625292395443515,0.31828966948579507,0.37669196230744706,1.1552896035727538,-0.31840383802046884,0.1816177359190002,-0.06869484209035673,0.2626963348880592
-0.09742463263067368,1.0821340315920351,0.2943848814710486,0.35993611585919816,1.1503976246441632,-0.3074122107084696,0.15528855302856748,-0.02691295252871697,0.24900261844321053
-0.12219611814093297,1.0840637290068889,0.17158377940794656,0.5049591323297391,1.0937400924839362,-0.31328801699176145,0.17322556863429642,-0.0294168645651752,0.2621749362846746
-0.14879591435097486,1.2832074499639077,0.2550633983245951,0.3977435049354624,1.1397955732584388,-0.32212339742653795,0.18491426846212328,-0.00751250594693133,0.2431896032667304
-0.12192944060094968,1.2830928318748158,0.23198550773656257,0.4329178123330615,1.1397742931672836,-0.3545910595865833,0.18886862098795665,-0.02130455438557146,0.2592341325297969
-0.2196847883206376,1.0932984543407942,0.23386680160406623,0.26781983436342455,1.1321630329100278,-0.3481794122461318,0.1454983726334509,-0.05800253593297898,0.26089653310961297
0.03620390304777704,1.184221494305001,0.17468656033673396,0.23854977543541117,1.1653460127502042,-0.34528763956552044,0.1603489968550235,-0.04968154075480765,0.25077112248344674
-0.1652299023305476,0.7948064485441708,0.11591186405260875,0.2132632761581607,1.1139225167230642,-0.3499206540740718,0.17160627908093473,-0.02643976400719558,0.2515246244273641
0.12391957776376186,0.7199398507457649,0.00176660860100621,0.144952850316576,1.0885447544233808,-0.35245551131925873,0.17077402282961646,-0.01762810372708784,0.2492597614218244
0.26110620119452993,0.8797377921980786,-0.07488139667786634,0.1552633718578949,1.130594976955511,-0.30452531530483257,0.16753024774725664,-0.01703559400750206,0.26466885276725444
0.12796118063985143,0.8650683224358982,-0.00324853817143611,0.08913540496255605,1.1254345994820778,-0.3113993458562384,0.1909054969739138,-0.0295313347887227,0.2530995339081809
0.08579828201978533,0.8606400504767567,-0.01173944164520767,0.05609644133108245,1.1519647477198696,-0.3182260644181373,0.17478511491132015,-0.02924745607392669,0.24638094675381933
0.3062685442323429,0.9071704265622887,-0.06979454203107177,0.07808342661069236,1.1118868507257829,-0.3160761039693678,0.1736650646238836,-0.03921169327050142,0.2530131605067526
0.45552490852901306,0.90257547750866,-0.05875654971986997,0.1822750072263894,1.1426336825888574,-0.3318652613064325,0.204106031100872,-0.05379090065546809,0.2592693928734558
0.1525913572396747,0.9119779946018824,0.08060283598354562,0.06208817001448654,1.1596171681737373,-0.33473998073616174,0.16924998286631182,-0.0315969850051855,0.25446988971495826
0.28363847502816714,0.5778749215823065,0.09182246082595108,0.10748074388495192,1.1614793290865302,-0.3703416450473216,0.1816330467363577,-0.03050595510818146,0.25161368674367957
0.3989168144753519,0.5820365952884872,0.08084379219835469,0.2425088146350705,1.1518900295623444,-0.3713634455576505,0.12350443756677044,-0.06983091143101317,0.251459428330446
0.29403352126434507,0.748422438946409,0.03957879566542799,0.05845658380098537,1.2072684760074357,-0.4149251320010133,0.15579769148016676,-0.10319870007869272,0.2649957701664993
0.2437376357916175,0.8101732214631377,-0.08532978505308257,0.07543460578275936,1.2221520265607035,-0.42828984306772006,0.12346852034717226,-0.12797894961381018,0.24384382574676844
0.00713176847785844,0.7614538294984652,-4.3643117661248e-4,0.24197561829532124,1.2135022001126292,-0.4258937163370618,0.10624387236533636,-0.09978393429331545,0.2437729857496992
0.22501891986035744,1.0436559815756172,0.04660795250062725,0.2012092884815987,1.2008992746154117,-0.42488748955946193,0.11874200537633588,-0.10223472221218056,0.2455086986149776
-0.02378365310976974,0.9401695888707384,0.11195937751913024,0.3087510691001768,1.183136064824312,-0.4205217868708747,0.11508421583480108,-0.14851343395653138,0.2953248279434647
-0.03657614259977368,0.8920546145603868,0.13414129310961503,0.30422335422054764,1.2072856688543574,-0.4233505851717147,0.12588766436387705,-0.07964967971970054,0.2369380271897005
0.1939108004995683,1.3867524530833806,0.17491069862153946,0.37294100990846457,1.1965880728414555,-0.36265376220669887,0.13229477955213886,-0.11478787927726142,0.2448424415794353
-0.11507724050272358,0.8946177302019938,0.2244765794023837,0.2736070851639064,1.1874397570783806,-0.3647343206446811,0.17264990889722912,-0.10467724946686267,0.2744900280446354
0.01059658629550635,0.8420476013919047,0.05366021191674343,0.2307026222629503,1.1959508593706707,-0.3936913765305404,0.11560113743118644,-0.05843390701733594,0.26044214839095053
-0.22159633971541157,0.8491512818937614,0.07850721090395865,0.10023025794675695,1.1614706992898458,-0.3760513710767777,0.1568903159680107,-0.06464686772669309,0.2436458438965879
0.23721970920514193,0.80035633148556,-0.01891584131789248,0.00905714653241331,1.15635572895245,-0.3542676244632375,0.1511212430780126,-0.09178901894477684,0.2516346131327021
0.13803575879744617,0.7415337956566385,-0.05907594673463062,0.09911768656965372,1.1460021892010537,-0.3794991424199577,0.15173224511406652,-0.07772756662461194,0.2401331450898508
0.02211207245904906,1.1586399987609353,-0.07295501068635668,0.2167695300187187,1.1402547365603344,-0.3563844902163007,0.1506097229827152,-0.05727564043346489,0.2500973500048462
-0.2003099795911369,0.8533840998450566,7.1008543862685e-4,0.09597202467703064,1.1226995985481238,-0.33756275838497235,0.15376287024239443,-0.03986767710394447,0.2582685206983968
-0.03493254745233667,0.8215854783733896,0.05844821228190911,0.04600644127832092,1.1127935386585004,-0.3400301811520238,0.15265550482012097,-0.03691843290544232,0.2774028742138249
-0.08654942549390912,0.993955848515813,0.01592398258382429,0.26734135490945654,1.136081360380994,-0.3368939147347093,0.20872657663787736,-0.03966613373528966,0.2873266694227252
0.0815836290185228,1.068878910941803,0.06894515974250018,0.20400525972828504,1.129974586339707,-0.34443556209321907,0.1968424226021667,-0.03590803205473126,0.2845522491464652
0.12955065170433341,0.8653129987470433,0.04589930899282815,0.2548804037340725,1.1272708356541032,-0.3442260612975416,0.15828112148422813,-0.03400354350623368,0.2603819961421702
0.04837133873863409,0.9784311896969584,0.04290853214039277,0.16437892914207847,1.1021972394739423,-0.3361872368997224,0.1844719638379708,-0.03596243129042675,0.2586958591014282
-0.04988657123252527,1.0342019705081902,0.09341536782517094,0.18025645230173576,1.1682999009928876,-0.3306322059693201,0.20037597171662397,-0.03379721667235964,0.24347397519169797
0.10465302777794606,0.905770696935226,0.11159337285569,0.3254521997837603,1.1092394928807023,-0.3313999082440388,0.18998083392681103,-0.05410798953925865,0.2683395929655876
-0.1050865382239846,0.8547511739169443,0.12682745047611438,0.1729185144137021,1.1471825343307864,-0.3320602870126164,0.2306395043827027,-0.00223932384021886,0.26120958835004465
-0.0955621689437464,1.016574072431407,0.1207215338384784,0.27521131973663504,1.1081032786279592,-0.3403968511109607,0.17863326232879104,-0.00647977690264311,0.24628933952172735
0.05872414132601888,1.00380166108826,0.18347062648564905,0.26195347131013036,1.0997153063728051,-0.3466829282451508,0.20646209917455657,-0.02867630750418329,0.2584696888813762
0.14767381954359626,0.9111389425166978,0.22029996133385815,0.22403482001439484,1.1697502734064869,-0.3410027174610886,0.14658325049506682,-0.02100665535838741,0.2479314317903028
-0.06472622466260612,0.8646048606474745,0.03161506444362443,0.26575012098579864,1.169232121509911,-0.35390665309531527,0.20786296752574787,-0.00920787244884466,0.2523994548639177
-0.1354815316150778,0.8988727003799076,0.06469273332891554,0.1774468908305153,1.1585251479797618,-0.33805246090690266,0.1485684132958856,-0.03179357821379586,0.25355342138834513
0.0288146694163886,1.1326840030055851,-0.02390185397177061,0.2629758625505251,1.0653024256639765,-0.32199844234863917,0.1878021339751247,-0.0519599219169781,0.24512895168163973
-0.1909145532331575,1.1825157808112776,0.1925307419241007,0.24862547733634072,1.1918831763323474,-0.3269926915993241,0.1755580635625425,-0.00192789559262246,0.24495741528184453
-0.07588783150620391,0.9417274685654764,0.09816569280106248,0.1669062137717971,1.139300986928055,-0.3389842907113752,0.16752961812478373,-0.0212154591228541,0.24753246919319563
0.01011846925847034,0.7282739732813946,0.01590258645242118,0.23424938406537943,1.1173583668748353,-0.33058718768466694,0.1880263697989032,-0.0175953573824078,0.2579230794118526
0.4129464764790891,0.8642052973579193,0.04718879362453072,0.12071754314612154,1.0802987904409227,-0.299320522564155,0.2088401396552348,0.00896131771366227,0.263985767028086
0.1077885612597938,0.8973888941857637,-0.00343717191566829,0.13500463996420223,1.0948690643420147,-0.322261755987226,0.19611699304457408,-0.02432651525363359,0.2521183339233829
0.2064773298624265,0.8996906879256206,0.1595945161388404,0.23475323154695488,1.141240546452074,-0.32454939464975613,0.1828502122748061,-0.00187130205352864,0.25396265419886577
-0.04413254912429346,0.9045925824013096,0.16296926480717427,0.25070381205302367,1.144039327365182,-0.33303125653759824,0.16877798550832834,-0.02341668599941279,0.25605681738189834
-0.2039347625674972,0.8737735708386386,0.10852437998275637,0.24267258373804884,1.140760091108421,-0.36540188817070146,0.1989946133790663,-0.03361267203049647,0.2641306204918381
0.01223368432317576,0.8410257292121142,0.10894733366792612,0.297382276850943,1.1504540544174469,-0.3494075849018478,0.14769914031408066,-0.06369325271990522,0.2607228389993805
0.2724834004481218,1.007786961566549,0.1552671548198943,0.3791186098292157,1.122270265366337,-0.36035472706191046,0.1492888615960593,-0.01908153867335979,0.2604626758759493
