subj_idx,visit,response,rt,acc,cond,ctrl
8,1,0,0.4815,1,Dual,HH
8,1,0,0.8163,0,Dual,HH
8,1,1,1.2135,1,Dual,HH
8,1,1,1.3547,1,Dual,HH
8,1,0,1.0701,1,Dual,HH
8,1,0,0.5421,1,Dual,HH
8,1,1,0.6143,1,Dual,HH
8,1,0,0.4484,1,Dual,HH
8,1,0,0.6587,1,Dual,HH
8,1,0,0.9569,1,Dual,HH
8,1,1,0.7411,1,Dual,HH
8,1,1,0.6838,1,Delay,HL
8,1,1,0.372,1,Delay,HL
8,1,1,0.9281,1,Delay,HL
8,1,1,0.5573,1,Delay,HL
8,1,1,0.298,1,Delay,HL
8,1,1,0.5141,1,Delay,HL
8,1,1,0.4178,1,Delay,HL
8,1,1,0.478,1,Delay,HL
8,1,1,0.5371,1,Delay,HL
8,1,1,0.5173,1,Delay,HL
8,1,1,0.0126,1,Delay,HL
8,1,1,0.4017,1,Delay,HL
8,1,1,0.3369,1,Delay,HL
8,1,1,0.7118,1,Delay,HL
8,1,1,0.609,1,Delay,HL
8,1,1,0.351,1,Delay,HL
8,1,1,0.6722,1,Delay,HL
