,resp,rt,acc,onset,onseterror,duration,durationerror,trialtype,matchtype,letter,location1,location2,location3,location4,content,wm,dt,runnum, blocknum,trialnum,subj_idx,response
18467,1!,0.600174979,1,143.9032632,0.003263206,0.499965883,-3.41E-05,verbalBaseline2,Match,L,845,579,945,679,verbal,no,yes,3,4,26,21,0
18468,4$,1.106501672,1,150.9029172,0.002917236,0.499969164,-3.08E-05,spatialInit,NonMatch,T,805,456,905,556,spatial,yes,yes,3,5,36,21,1
18469,4$,1.274672775,1,154.4027434,0.00274337,0.499974007,-2.60E-05,spatialBaseline1,NonMatch,A,910,380,1010,480,spatial,yes,yes,3,5,36,21,1
18470,1!,0.349858874,1,158.302539,0.002539017,0.49997016,-2.98E-05,spatialBaseline1,Match,E,975,579,1075,679,spatial,yes,yes,3,5,36,21,0
18471,1!,0.721973751,1,161.8023724,0.002372375,0.499977049,-2.30E-05,SpatialBranchTaskCue,Match,A,805,456,905,556,spatial,yes,yes,3,5,36,21,0
18472,1!,0.984171095,1,164.9022073,0.002207283,0.49998622,-1.38E-05,SpatialBranchBack,Match,T,1015,456,1115,556,spatial,yes,yes,3,5,36,21,0
18473,4$,0.619314387,1,168.0020525,0.002052454,0.499988168,-1.18E-05,SpatialBranchStart,NonMatch,A,975,579,1075,679,spatial,yes,yes,3,5,36,21,1
18474,1!,0.772454729,1,171.1018909,0.001890927,0.499974768,-2.52E-05,ReturnSpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,3,5,36,21,0
18475,4$,0.581471969,0,174.2018709,0.001870901,0.499855502,-0.000144498,spatialBaseline2,Match,B,975,579,1075,679,spatial,yes,yes,3,5,36,21,1
18476,4$,0.850723774,1,177.3016033,0.001603269,0.499955046,-4.50E-05,spatialBaseline2,NonMatch,E,910,380,1010,480,spatial,yes,yes,3,5,36,21,1
18477,4$,0.846084789,1,185.1011945,0.00119447,0.499983701,-1.63E-05,verbalInit,NonMatch,A,1015,456,1115,556,verbal,yes,no,3,6,45,21,1
18478,4$,0.803287017,1,189.0009994,0.000999432,0.499983939,-1.61E-05,verbalBaseline1,NonMatch,E,845,579,945,679,verbal,yes,no,3,6,45,21,1
18479,4$,0.791457334,1,192.9008049,0.000804917,0.499980185,-1.98E-05,VerbalDelayTaskCue,NonMatch,L,805,456,905,556,verbal,yes,no,3,6,45,21,1
18480,4$,1.0905326,1,196.0006575,0.000657498,0.499978143,-2.19E-05,VerbalDelayBack,NonMatch,B,845,579,945,679,verbal,yes,no,3,6,45,21,1
18481,4$,1.154685541,1,199.9004557,0.000455714,0.49999002,-9.98E-06,VerbalDelayBack,NonMatch,A,805,456,905,556,verbal,yes,no,3,6,45,21,1
18482,1!,0.687919004,1,203.4002955,0.000295486,0.499968117,-3.19E-05,VerbalDelayBack,Match,B,975,579,1075,679,verbal,yes,no,3,6,45,21,0
18483,4$,1.147103399,1,206.9001137,0.000113736,0.499969681,-3.03E-05,ReturnVerbalDelayStart,NonMatch,E,845,579,945,679,verbal,yes,no,3,6,45,21,1
18484,4$,1.770229985,1,209.9999691,-3.09E-05,0.49996859,-3.14E-05,verbalBaseline2,NonMatch,L,1015,456,1115,556,verbal,yes,no,3,6,45,21,1
18485,4$,1.034556805,1,216.9996189,-0.000381081,0.499967641,-3.24E-05,spatialInit,NonMatch,T,975,579,1075,679,spatial,no,no,3,7,53,21,1
18486,1!,0.605718737,1,220.4994411,-0.000558936,0.499962462,-3.75E-05,spatialBaseline1,Match,E,805,456,905,556,spatial,no,no,3,7,53,21,0
18487,4$,0.626893912,1,223.9992541,-0.000745914,0.499977999,-2.20E-05,spatialBaseline1,NonMatch,L,975,579,1075,679,spatial,no,no,3,7,53,21,1
18488,1!,0.514061643,1,227.8990686,-0.00093145,0.499963888,-3.61E-05,SpatialControlTaskCue,Match,E,805,456,905,556,spatial,no,no,3,7,53,21,0
18489,4$,0.846221876,1,231.398883,-0.001117003,0.499987645,-1.24E-05,SpatialControlBack,NonMatch,B,975,579,1075,679,spatial,no,no,3,7,53,21,1
18490,1!,0.475363587,1,234.8987119,-0.001288065,0.499977334,-2.27E-05,SpatialControlBack,Match,L,805,456,905,556,spatial,no,no,3,7,53,21,0
18491,1!,1.113537887,1,237.9985639,-0.001436143,0.499967926,-3.21E-05,SpatialControlBack,Match,A,1015,456,1115,556,spatial,no,no,3,7,53,21,0
18492,1!,0.660693207,1,241.4983902,-0.001609821,0.499974198,-2.58E-05,SpatialControlBack,Match,E,845,579,945,679,spatial,no,no,3,7,53,21,0
18493,1!,0.456844561,1,244.598226,-0.001774011,0.499974436,-2.56E-05,ReturnSpatialControlBack,Match,T,910,380,1010,480,spatial,no,no,3,7,53,21,0
18494,4$,0.761988786,1,247.6980714,-0.001928555,0.49998793,-1.21E-05,spatialBaseline2,NonMatch,E,1015,456,1115,556,spatial,no,no,3,7,53,21,1
18495,4$,0.763077257,1,250.7979244,-0.002075592,0.499973628,-2.64E-05,spatialBaseline2,NonMatch,T,910,380,1010,480,spatial,no,no,3,7,53,21,1
18496,1!,0.723448294,1,257.7975664,-0.002433583,0.499970824,-2.92E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,no,3,8,64,21,0
18497,4$,0.713634523,1,261.6973794,-0.002620641,0.499963794,-3.62E-05,verbalBaseline1,NonMatch,L,910,380,1010,480,verbal,yes,no,3,8,64,21,1
18498,1!,1.284809191,1,265.5971778,-0.002822237,0.499972441,-2.76E-05,verbalBaseline1,Match,E,845,579,945,679,verbal,yes,no,3,8,64,21,0
18499,4$,1.112901925,1,269.097012,-0.002988023,0.49997667,-2.33E-05,VerbalDelayTaskCue,NonMatch,A,1015,456,1115,556,verbal,yes,no,3,8,64,21,1
18500,1!,0.676158411,1,272.9968082,-0.00319185,0.499981705,-1.83E-05,VerbalDelayBack,Match,B,805,456,905,556,verbal,yes,no,3,8,64,21,0
18501,1!,0.540318096,1,276.0966393,-0.003360748,0.499986605,-1.34E-05,VerbalDelayBack,Match,L,975,579,1075,679,verbal,yes,no,3,8,64,21,0
18502,1!,1.516354904,0,279.5964787,-0.003521303,0.49997876,-2.12E-05,VerbalDelayBack,NonMatch,T,910,380,1010,480,verbal,yes,no,3,8,64,21,0
18503,1!,0.625635094,1,283.496295,-0.003705034,0.499966739,-3.33E-05,VerbalDelayBack,Match,A,845,579,945,679,verbal,yes,no,3,8,64,21,0
18504,1!,1.561736937,0,286.5961311,-0.003868939,0.499985602,-1.44E-05,ReturnVerbalDelayBack,NonMatch,E,1015,456,1115,556,verbal,yes,no,3,8,64,21,0
18505,1!,0.611955339,1,290.4959434,-0.004056565,0.4999627,-3.73E-05,verbalBaseline2,Match,T,910,380,1010,480,verbal,yes,no,3,8,64,21,0
18506,1!,0.707126598,1,293.5957772,-0.004222751,0.499979568,-2.04E-05,verbalBaseline2,Match,A,805,456,905,556,verbal,yes,no,3,8,64,21,0
18507,1!,0.517380654,1,299.7954653,-0.004534736,0.499991731,-8.27E-06,spatialInit,Match,A,910,380,1010,480,spatial,no,yes,3,9,75,21,0
18508,1!,0.883514712,1,302.8953253,-0.00467474,0.500093891,9.39E-05,spatialBaseline1,Match,E,975,579,1075,679,spatial,no,yes,3,9,75,21,0
18509,1!,0.493648447,1,305.9951697,-0.004830283,0.499969731,-3.03E-05,spatialBaseline1,Match,L,805,456,905,556,spatial,no,yes,3,9,75,21,0
18510,4$,1.287795726,1,309.095017,-0.004982975,0.499974862,-2.51E-05,SpatialSwitchTaskCue,NonMatch,A,975,579,1075,679,spatial,no,yes,3,9,75,21,1
18511,1!,0.500948861,0,312.5948428,-0.00515722,0.499968211,-3.18E-05,SpatialSwitchBack,NonMatch,B,845,579,945,679,spatial,no,yes,3,9,75,21,0
18512,1!,0.783093876,1,315.6946866,-0.005313428,0.499963032,-3.70E-05,SpatialSwitchStart,Match,A,910,380,1010,480,spatial,no,yes,3,9,75,21,0
18513,4$,0.732270203,1,319.1945134,-0.005486627,0.499962747,-3.73E-05,SpatialSwitchStart,NonMatch,E,1015,456,1115,556,spatial,no,yes,3,9,75,21,1
18514,1!,0.531417118,1,322.6943228,-0.005677214,0.49997073,-2.93E-05,ReturnSpatialSwitchBack,Match,B,845,579,945,679,spatial,no,yes,3,9,75,21,0
18515,4$,0.813578427,1,325.7941754,-0.005824628,0.499984124,-1.59E-05,spatialBaseline2,NonMatch,L,805,456,905,556,spatial,no,yes,3,9,75,21,1
18516,1!,0.92474856,1,328.8940168,-0.005983216,0.499989356,-1.06E-05,spatialBaseline2,Match,A,1015,456,1115,556,spatial,no,yes,3,9,75,21,0
18517,4$,1.086944305,1,335.4937029,-0.00629713,0.499970727,-2.93E-05,verbalInit,NonMatch,E,845,579,945,679,verbal,no,no,3,10,85,21,1
18518,1!,0.491170866,1,339.3935037,-0.006496257,0.499968449,-3.16E-05,verbalBaseline1,Match,T,910,380,1010,480,verbal,no,no,3,10,85,21,0
18519,4$,0.836439034,1,343.2933119,-0.006688061,0.499958706,-4.13E-05,verbalBaseline1,NonMatch,B,1015,456,1115,556,verbal,no,no,3,10,85,21,1
18520,1!,0.581577879,1,346.7931331,-0.006866866,0.499970398,-2.96E-05,VerbalControlTaskCue,Match,L,975,579,1075,679,verbal,no,no,3,10,85,21,0
18521,4$,0.924719526,1,350.6929304,-0.007069558,0.499983845,-1.62E-05,VerbalControlBack,NonMatch,A,805,456,905,556,verbal,no,no,3,10,85,21,1
18522,1!,0.549148837,1,353.8094508,0.009450789,0.499973011,-2.70E-05,VerbalControlBack,Match,B,910,380,1010,480,verbal,no,no,3,10,85,21,0
18523,4$,1.197305648,1,356.9092945,0.009294488,0.499978998,-2.10E-05,ReturnVerbalControlBack,NonMatch,T,1015,456,1115,556,verbal,no,no,3,10,85,21,1
18524,4$,1.15254295,1,360.8090926,0.00909261,0.499975524,-2.45E-05,verbalBaseline2,NonMatch,L,845,579,945,679,verbal,no,no,3,10,85,21,1
18525,4$,0.756660377,1,363.9089397,0.008939724,0.499972773,-2.72E-05,verbalBaseline2,NonMatch,A,975,579,1075,679,verbal,no,no,3,10,85,21,1
18526,4$,1.364999491,1,371.3085695,0.008569491,0.499976764,-2.32E-05,verbalInit,NonMatch,L,805,456,905,556,verbal,yes,yes,3,11,94,21,1
18527,4$,0.833099116,1,374.4084237,0.008423738,0.499962462,-3.75E-05,verbalBaseline1,NonMatch,T,845,579,945,679,verbal,yes,yes,3,11,94,21,1
18528,1!,0.653306314,1,377.908245,0.008245028,0.499976479,-2.35E-05,VerbalBranchTaskCue,Match,A,910,380,1010,480,verbal,yes,yes,3,11,94,21,0
18529,4$,1.76449212,1,381.4080606,0.008060616,0.499978475,-2.15E-05,VerbalBranchBack,NonMatch,T,805,456,905,556,verbal,yes,yes,3,11,94,21,1
18530,4$,1.541643817,1,384.9078922,0.007892166,0.499971632,-2.84E-05,VerbalBranchStart,NonMatch,L,910,380,1010,480,verbal,yes,yes,3,11,94,21,1
18531,4$,0.934811275,1,388.40772,0.007720013,0.499986934,-1.31E-05,ReturnVerbalBranchBack,NonMatch,B,845,579,945,679,verbal,yes,yes,3,11,94,21,1
18532,1!,0.821939614,1,392.3075302,0.007530248,0.499965883,-3.41E-05,verbalBaseline2,Match,L,1015,456,1115,556,verbal,yes,yes,3,11,94,21,0
18533,1!,0.662152597,1,395.807357,0.007357048,0.499970683,-2.93E-05,verbalBaseline2,Match,E,845,579,945,679,verbal,yes,yes,3,11,94,21,0
18534,4$,1.232506406,0,403.6069568,0.006956758,0.499978334,-2.17E-05,spatialInit,Match,B,910,380,1010,480,spatial,yes,no,3,12,102,21,1
18535,4$,0.787683777,1,407.5067728,0.006772789,0.499966739,-3.33E-05,spatialBaseline1,NonMatch,A,845,579,945,679,spatial,yes,no,3,12,102,21,1
18536,1!,0.551818821,1,411.0065719,0.006571882,0.499990834,-9.17E-06,spatialBaseline1,Match,T,910,380,1010,480,spatial,yes,no,3,12,102,21,0
18537,4$,1.233962568,1,414.1064296,0.006429601,0.499976194,-2.38E-05,SpatialDelayTaskCue,NonMatch,A,845,579,945,679,spatial,yes,no,3,12,102,21,1
18538,4$,1.904147817,1,417.206277,0.006276959,0.499988644,-1.14E-05,SpatialDelayBack,NonMatch,L,1015,456,1115,556,spatial,yes,no,3,12,102,21,1
18539,1!,0.984279956,1,420.3061265,0.006126453,0.499975909,-2.41E-05,SpatialDelayBack,Match,T,845,579,945,679,spatial,yes,no,3,12,102,21,0
18540,1!,0.5204512,1,423.805941,0.005941045,0.499973581,-2.64E-05,SpatialDelayBack,Match,E,910,380,1010,480,spatial,yes,no,3,12,102,21,0
18541,4$,1.074596311,1,426.905791,0.005790966,0.49997667,-2.33E-05,ReturnSpatialDelayBack,NonMatch,A,845,579,945,679,spatial,yes,no,3,12,102,21,1
18542,4$,0.812766605,1,430.4056143,0.005614251,0.49998256,-1.74E-05,spatialBaseline2,NonMatch,T,1015,456,1115,556,spatial,yes,no,3,12,102,21,1
18543,1!,0.551054742,1,437.0052938,0.005293777,0.499973628,-2.64E-05,spatialInit,Match,A,910,380,1010,480,spatial,no,yes,3,13,111,21,0
18544,1!,0.405191289,1,440.5051165,0.005116539,0.499982466,-1.75E-05,spatialBaseline1,Match,T,975,579,1075,679,spatial,no,yes,3,13,111,21,0
18545,1!,0.676339689,1,443.6049648,0.004964846,0.499975339,-2.47E-05,SpatialSwitchTaskCue,Match,A,805,456,905,556,spatial,no,yes,3,13,111,21,0
18546,1!,0.469506308,0,447.5047627,0.004762683,0.499976191,-2.38E-05,SpatialSwitchStart,NonMatch,T,1015,456,1115,556,spatial,no,yes,3,13,111,21,0
18547,1!,0.711724244,1,451.4045736,0.004573629,0.499969446,-3.06E-05,SpatialSwitchStart,Match,A,910,380,1010,480,spatial,no,yes,3,13,111,21,0
18548,4$,0.732873096,1,454.9044024,0.004402426,0.49997282,-2.72E-05,ReturnSpatialSwitchStart,NonMatch,B,1015,456,1115,556,spatial,no,yes,3,13,111,21,1
18549,1!,0.563060141,1,458.8042017,0.004201733,0.499975101,-2.49E-05,spatialBaseline2,Match,A,845,579,945,679,spatial,no,yes,3,13,111,21,0
18550,1!,0.503233523,1,462.7040113,0.004011256,0.499974245,-2.58E-05,spatialBaseline2,Match,L,910,380,1010,480,spatial,no,yes,3,13,111,21,0
18551,1!,0.869542113,1,469.7036619,0.003661909,0.499960319,-3.97E-05,verbalInit,Match,T,975,579,1075,679,verbal,no,no,3,14,119,21,0
18552,1!,0.589738972,1,473.6034717,0.003471671,0.499970254,-2.97E-05,verbalBaseline1,Match,A,805,456,905,556,verbal,no,no,3,14,119,21,0
18553,4$,0.841904153,1,477.5032715,0.003271454,0.499980994,-1.90E-05,VerbalControlTaskCue,NonMatch,L,845,579,945,679,verbal,no,no,3,14,119,21,1
18554,4$,0.639034308,0,481.4030812,0.003081215,0.499966833,-3.32E-05,VerbalControlBack,Match,E,805,456,905,556,verbal,no,no,3,14,119,21,1
18555,4$,0.911206083,1,484.502926,0.002925957,0.499963129,-3.69E-05,VerbalControlBack,NonMatch,A,910,380,1010,480,verbal,no,no,3,14,119,21,1
18556,1!,0.723394554,1,488.4027308,0.002730778,0.499964934,-3.51E-05,ReturnVerbalControlBack,Match,B,805,456,905,556,verbal,no,no,3,14,119,21,0
18557,1!,0.603610456,1,492.3025269,0.002526902,0.499986411,-1.36E-05,verbalBaseline2,Match,L,1015,456,1115,556,verbal,no,no,3,14,119,21,0
18558,4$,0.903733135,1,495.4023716,0.00237155,0.499989641,-1.04E-05,verbalBaseline2,NonMatch,A,805,456,905,556,verbal,no,no,3,14,119,21,1
18559,1!,1.006062684,1,502.4020377,0.002037743,0.499974198,-2.58E-05,verbalInit,Match,T,910,380,1010,480,verbal,yes,yes,3,15,127,21,0
18560,1!,0.59224763,1,506.3018316,0.001831633,0.49997458,-2.54E-05,verbalBaseline1,Match,A,845,579,945,679,verbal,yes,yes,3,15,127,21,0
18561,1!,1.004435226,1,510.2016284,0.001628377,0.499986458,-1.35E-05,VerbalBranchTaskCue,Match,B,1015,456,1115,556,verbal,yes,yes,3,15,127,21,0
18562,4$,1.551599287,1,514.1014541,0.001454054,0.499973769,-2.62E-05,VerbalBranchBack,NonMatch,T,975,579,1075,679,verbal,yes,yes,3,15,127,21,1
18563,4$,1.013712203,1,517.6012649,0.001264936,0.499973628,-2.64E-05,VerbalBranchStart,NonMatch,A,845,579,945,679,verbal,yes,yes,3,15,127,21,1
18564,4$,1.336950937,1,521.1010886,0.0010886,0.499983083,-1.69E-05,VerbalBranchBack,NonMatch,L,1015,456,1115,556,verbal,yes,yes,3,15,127,21,1
18565,1!,1.11907072,1,524.2009409,0.000940946,0.499972773,-2.72E-05,VerbalBranchStart,Match,T,975,579,1075,679,verbal,yes,yes,3,15,127,21,0
18566,4$,0.994261844,1,528.1007432,0.000743201,0.49997819,-2.18E-05,ReturnVerbalBranchStart,NonMatch,B,845,579,945,679,verbal,yes,yes,3,15,127,21,1
18567,4$,1.653400635,1,531.6005715,0.000571474,0.499962415,-3.76E-05,verbalBaseline2,NonMatch,T,1015,456,1115,556,verbal,yes,yes,3,15,127,21,1
18568,4$,0.869529707,1,535.1004086,0.000408589,0.499952813,-4.72E-05,verbalBaseline2,NonMatch,B,975,579,1075,679,verbal,yes,yes,3,15,127,21,1
18569,1!,0.753888764,1,541.7000543,5.43E-05,0.499972394,-2.76E-05,spatialInit,Match,T,910,380,1010,480,spatial,no,no,3,16,137,21,0
18570,1!,0.331039395,1,545.1998966,-0.000103426,0.499982178,-1.78E-05,spatialBaseline1,Match,L,975,579,1075,679,spatial,no,no,3,16,137,21,0
18571,1!,0.636180486,1,548.2997417,-0.000258258,0.499978475,-2.15E-05,SpatialControlTaskCue,Match,T,805,456,905,556,spatial,no,no,3,16,137,21,0
18572,4$,1.001293642,1,551.3995826,-0.00041741,0.499976479,-2.35E-05,SpatialControlBack,NonMatch,A,845,579,945,679,spatial,no,no,3,16,137,21,1
18573,1!,0.514497751,1,554.8994054,-0.000594648,0.499975292,-2.47E-05,SpatialControlBack,Match,E,910,380,1010,480,spatial,no,no,3,16,137,21,0
18574,1!,0.663617876,1,557.9992598,-0.000740212,0.499976858,-2.31E-05,ReturnSpatialControlBack,Match,T,975,579,1075,679,spatial,no,no,3,16,137,21,0
18575,4$,1.004730118,1,561.0991071,-0.000892904,0.499976526,-2.35E-05,spatialBaseline2,NonMatch,A,910,380,1010,480,spatial,no,no,3,16,137,21,1
18576,4$,0.810905081,1,564.9989132,-0.001086802,0.499973152,-2.68E-05,spatialBaseline2,NonMatch,L,1015,456,1115,556,spatial,no,no,3,16,137,21,1
18577,1!,1.016358374,1,12.00657322,0.006573219,0.499964361,-3.56E-05,verbalInit,Match,T,805,456,905,556,verbal,no,yes,4,1,1,21,0
18578,4$,1.086540125,1,15.50638496,0.00638496,0.49997762,-2.24E-05,verbalBaseline1,NonMatch,E,1015,456,1115,556,verbal,no,yes,4,1,1,21,1
18579,4$,0.94467941,1,19.00621722,0.006217221,0.499979662,-2.03E-05,VerbalSwitchTaskCue,NonMatch,L,805,456,905,556,verbal,no,yes,4,1,1,21,1
18580,1!,0.605851262,1,22.50603894,0.006038937,0.499982469,-1.75E-05,VerbalSwitchBack,Match,E,910,380,1010,480,verbal,no,yes,4,1,1,21,0
18581,4$,0.894990156,1,25.6058881,0.0058881,0.499970777,-2.92E-05,VerbalSwitchStart,NonMatch,B,845,579,945,679,verbal,no,yes,4,1,1,21,1
18582,1!,0.773107709,1,28.70573018,0.005730182,0.499976479,-2.35E-05,VerbalSwitchStart,Match,T,805,456,905,556,verbal,no,yes,4,1,1,21,0
18583,4$,0.708314852,1,32.60554346,0.005543462,0.499983939,-1.61E-05,ReturnVerbalSwitchStart,NonMatch,E,845,579,945,679,verbal,no,yes,4,1,1,21,1
18584,1!,0.682500833,1,36.50533678,0.005336781,0.499986981,-1.30E-05,verbalBaseline2,Match,T,805,456,905,556,verbal,no,yes,4,1,1,21,0
18585,1!,0.586651936,1,40.00517608,0.005176076,0.499970445,-2.96E-05,verbalBaseline2,Match,A,1015,456,1115,556,verbal,no,yes,4,1,1,21,0
18586,1!,0.839920415,1,46.60483384,0.00483384,0.499988215,-1.18E-05,spatialInit,Match,A,910,380,1010,480,spatial,yes,yes,4,2,10,21,0
18587,1!,0.316996279,1,50.10466416,0.004664159,0.499982892,-1.71E-05,spatialBaseline1,Match,T,975,579,1075,679,spatial,yes,yes,4,2,10,21,0
18588,4$,0.686252678,1,53.20450857,0.004508569,0.499975339,-2.47E-05,spatialBaseline1,NonMatch,B,845,579,945,679,spatial,yes,yes,4,2,10,21,1
18589,1!,0.395457484,1,57.10430403,0.004304029,0.499981041,-1.90E-05,SpatialBranchTaskCue,Match,E,910,380,1010,480,spatial,yes,yes,4,2,10,21,0
18590,1!,0.67562798,1,61.00412486,0.004124859,0.499968211,-3.18E-05,SpatialBranchBack,Match,B,975,579,1075,679,spatial,yes,yes,4,2,10,21,0
18591,4$,0.675778135,1,64.90393419,0.003934191,0.499967168,-3.28E-05,SpatialBranchBack,NonMatch,L,845,579,945,679,spatial,yes,yes,4,2,10,21,1
18592,1!,1.151977932,1,68.40375163,0.003751631,0.499978904,-2.11E-05,SpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,4,2,10,21,0
18593,1!,0.770143744,1,72.30356163,0.00356163,0.499969543,-3.05E-05,ReturnSpatialBranchStart,Match,E,910,380,1010,480,spatial,yes,yes,4,2,10,21,0
18594,4$,1.064272963,1,75.40341602,0.003416022,0.49996208,-3.79E-05,spatialBaseline2,NonMatch,T,845,579,945,679,spatial,yes,yes,4,2,10,21,1
18595,4$,0.907395791,1,81.60321014,0.003210138,0.499856736,-0.000143264,verbalInit,NonMatch,E,805,456,905,556,verbal,no,no,4,3,19,21,1
18596,1!,0.541735905,1,85.10292689,0.00292689,0.499974483,-2.55E-05,verbalBaseline1,Match,T,845,579,945,679,verbal,no,no,4,3,19,21,0
18597,4$,0.683913039,1,89.00273014,0.002730141,0.499976003,-2.40E-05,VerbalControlTaskCue,NonMatch,L,910,380,1010,480,verbal,no,no,4,3,19,21,1
18598,4$,0.813047812,1,92.10257859,0.002578589,0.499975624,-2.44E-05,VerbalControlBack,NonMatch,T,805,456,905,556,verbal,no,no,4,3,19,21,1
18599,1!,0.471239351,1,96.00237177,0.002371768,0.4999799,-2.01E-05,VerbalControlBack,Match,A,910,380,1010,480,verbal,no,no,4,3,19,21,0
18600,4$,0.744317985,1,99.10222226,0.002222262,0.499971203,-2.88E-05,VerbalControlBack,NonMatch,L,1015,456,1115,556,verbal,no,no,4,3,19,21,1
18601,1!,1.037388147,1,102.2020748,0.002074846,0.499968023,-3.20E-05,ReturnVerbalControlBack,Match,E,805,456,905,556,verbal,no,no,4,3,19,21,0
18602,1!,0.526654874,1,105.3019205,0.001920537,0.499974768,-2.52E-05,verbalBaseline2,Match,T,910,380,1010,480,verbal,no,no,4,3,19,21,0
18603,1!,0.86996506,1,111.9015826,0.001582578,0.499978475,-2.15E-05,spatialInit,Match,B,910,380,1010,480,spatial,yes,yes,4,4,27,21,0
18604,4$,0.629064583,1,115.0014292,0.001429222,0.499980756,-1.92E-05,spatialBaseline1,NonMatch,L,845,579,945,679,spatial,yes,yes,4,4,27,21,1
18605,4$,1.734263775,1,118.1012678,0.001267835,0.499981849,-1.82E-05,SpatialBranchTaskCue,NonMatch,B,1015,456,1115,556,spatial,yes,yes,4,4,27,21,1
18606,4$,1.054438661,1,122.0010687,0.001068665,0.499973913,-2.61E-05,SpatialBranchStart,NonMatch,T,805,456,905,556,spatial,yes,yes,4,4,27,21,1
18607,4$,1.426614979,1,125.9008786,0.000878614,0.499977573,-2.24E-05,SpatialBranchBack,NonMatch,L,845,579,945,679,spatial,yes,yes,4,4,27,21,1
18608,1!,0.461789652,1,129.8006939,0.000693887,0.499966501,-3.35E-05,SpatialBranchStart,Match,A,910,380,1010,480,spatial,yes,yes,4,4,27,21,0
18609,4$,0.762927009,1,133.7005014,0.000501415,0.499972488,-2.75E-05,ReturnSpatialBranchStart,NonMatch,T,975,579,1075,679,spatial,yes,yes,4,4,27,21,1
18610,1!,0.594152489,1,137.6002983,0.000298347,0.499970113,-2.99E-05,spatialBaseline2,Match,B,805,456,905,556,spatial,yes,yes,4,4,27,21,0
18611,1!,0.630333427,1,141.5001018,0.000101789,0.49998042,-1.96E-05,spatialBaseline2,Match,T,1015,456,1115,556,spatial,yes,yes,4,4,27,21,0
18612,1!,0.612668808,1,148.899741,-0.000259039,0.499969258,-3.07E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,no,4,5,36,21,0
18613,1!,0.471767836,1,152.7995513,-0.000448707,0.499960943,-3.91E-05,verbalBaseline1,Match,A,1015,456,1115,556,verbal,yes,no,4,5,36,21,0
18614,1!,0.750015318,1,156.2993734,-0.000626562,0.499963032,-3.70E-05,VerbalDelayTaskCue,Match,B,975,579,1075,679,verbal,yes,no,4,5,36,21,0
18615,4$,0.806189829,1,160.1991772,-0.000822788,0.49997933,-2.07E-05,VerbalDelayBack,NonMatch,A,1015,456,1115,556,verbal,yes,no,4,5,36,21,1
18616,4$,0.745360032,1,163.6989931,-0.001006915,0.49997819,-2.18E-05,VerbalDelayBack,NonMatch,L,805,456,905,556,verbal,yes,no,4,5,36,21,1
18617,1!,0.810525654,1,167.1988154,-0.001184579,0.499977573,-2.24E-05,VerbalDelayBack,Match,E,1015,456,1115,556,verbal,yes,no,4,5,36,21,0
18618,4$,0.995586333,1,170.2986772,-0.001322781,0.499967926,-3.21E-05,ReturnVerbalDelayStart,NonMatch,L,845,579,945,679,verbal,yes,no,4,5,36,21,1
18619,4$,0.875807984,0,173.7984894,-0.001510567,0.499983083,-1.69E-05,verbalBaseline2,Match,E,1015,456,1115,556,verbal,yes,no,4,5,36,21,1
18620,1!,0.55496862,1,176.8983404,-0.0016596,0.499983322,-1.67E-05,verbalBaseline2,Match,T,910,380,1010,480,verbal,yes,no,4,5,36,21,0
18621,4$,1.045294829,1,183.8979842,-0.002015833,0.49998679,-1.32E-05,spatialInit,NonMatch,T,1015,456,1115,556,spatial,no,yes,4,6,45,21,1
18622,1!,1.396379503,1,187.3978066,-0.002193356,0.499975956,-2.40E-05,spatialBaseline1,Match,B,845,579,945,679,spatial,no,yes,4,6,45,21,0
18623,4$,1.036603977,1,190.4976586,-0.002341439,0.499980803,-1.92E-05,SpatialSwitchTaskCue,NonMatch,A,975,579,1075,679,spatial,no,yes,4,6,45,21,1
18624,1!,0.519758832,1,194.3974696,-0.002530443,0.499977143,-2.29E-05,SpatialSwitchBack,Match,B,805,456,905,556,spatial,no,yes,4,6,45,21,0
18625,1!,0.657958129,1,198.2972709,-0.002729091,0.499981611,-1.84E-05,SpatialSwitchStart,Match,T,910,380,1010,480,spatial,no,yes,4,6,45,21,0
18626,1!,0.593080412,1,201.7970911,-0.002908898,0.499975909,-2.41E-05,SpatialSwitchStart,Match,A,910,380,1010,480,spatial,no,yes,4,6,45,21,0
18627,4$,1.172192552,1,205.2969311,-0.003068935,0.499965028,-3.50E-05,ReturnSpatialSwitchBack,NonMatch,T,1015,456,1115,556,spatial,no,yes,4,6,45,21,1
18628,4$,0.966423031,0,208.3967741,-0.003225854,0.499981946,-1.81E-05,spatialBaseline2,Match,B,845,579,945,679,spatial,no,yes,4,6,45,21,1
18629,4$,0.942764143,1,215.7963928,-0.003607206,0.499977905,-2.21E-05,verbalInit,NonMatch,L,805,456,905,556,verbal,yes,yes,4,7,53,21,1
18630,4$,0.85090206,1,218.896242,-0.003757996,0.499986505,-1.35E-05,verbalBaseline1,NonMatch,A,910,380,1010,480,verbal,yes,yes,4,7,53,21,1
