,resp,rt,acc,onset,onseterror,duration,durationerror,trialtype,matchtype,letter,location1,location2,location3,location4,content,wm,dt,runnum, blocknum,trialnum,subj_idx,response
1,4$,0.964898781,0,11.99899357,-0.001006434,0.499960464,-3.95E-05,verbalInit,Match,T,845,579,945,679,verbal,yes,no,1,1,1,1,1
2,4$,0.969088613,1,15.49878673,-0.001213274,0.49997938,-2.06E-05,verbalBaseline1,NonMatch,B,1015,456,1115,556,verbal,yes,no,1,1,1,1,1
3,1!,0.570330631,1,19.39858205,-0.001417954,0.499960128,-3.99E-05,verbalBaseline1,Match,L,975,579,1075,679,verbal,yes,no,1,1,1,1,0
4,4$,1.003447997,1,23.29834423,-0.001655771,0.499996686,-3.31E-06,VerbalDelayTaskCue,NonMatch,B,910,380,1010,480,verbal,yes,no,1,1,1,1,1
5,1!,0.949519672,0,26.39818281,-0.001817195,0.499970207,-2.98E-05,VerbalDelayBack,NonMatch,E,975,579,1075,679,verbal,yes,no,1,1,1,1,0
6,4$,1.168772829,0,29.89798366,-0.002016337,0.499973628,-2.64E-05,VerbalDelayBack,Match,T,910,380,1010,480,verbal,yes,no,1,1,1,1,1
7,1!,1.145892164,1,32.99782399,-0.002176015,0.499971012,-2.90E-05,VerbalDelayBack,Match,A,1015,456,1115,556,verbal,yes,no,1,1,1,1,0
8,1!,1.127129101,0,36.89760476,-0.002395235,0.499960329,-3.97E-05,ReturnVerbalDelayBack,NonMatch,L,805,456,905,556,verbal,yes,no,1,1,1,1,0
9,1!,1.159274952,1,39.9974278,-0.002572204,0.499973913,-2.61E-05,verbalBaseline2,Match,E,1015,456,1115,556,verbal,yes,no,1,1,1,1,0
10,4$,1.09052824,1,46.59705271,-0.00294729,0.500092345,9.23E-05,spatialInit,NonMatch,L,975,579,1075,679,spatial,no,no,1,2,10,1,1
11,1!,0.848693808,1,50.4968382,-0.003161799,0.499973913,-2.61E-05,spatialBaseline1,Match,E,805,456,905,556,spatial,no,no,1,2,10,1,0
12,1!,1.975840406,0,53.99664629,-0.003353714,0.499969587,-3.04E-05,spatialBaseline1,NonMatch,T,975,579,1075,679,spatial,no,no,1,2,10,1,0
13,1!,0.869074765,1,57.09646917,-0.003530832,0.499975339,-2.47E-05,SpatialControlTaskCue,Match,B,805,456,905,556,spatial,no,no,1,2,10,1,0
14,1!,0.639186986,1,60.59628495,-0.003715049,0.499967356,-3.26E-05,SpatialControlBack,Match,L,1015,456,1115,556,spatial,no,no,1,2,10,1,0
15,4$,0.78741139,1,64.49607256,-0.003927443,0.499967506,-3.25E-05,SpatialControlBack,NonMatch,A,975,579,1075,679,spatial,no,no,1,2,10,1,1
16,4$,1.068568014,1,67.59588561,-0.00411439,0.49997933,-2.07E-05,ReturnSpatialControlBack,NonMatch,B,845,579,945,679,spatial,no,no,1,2,10,1,1
17,4$,0.83970507,1,70.69571906,-0.004280945,0.499980521,-1.95E-05,spatialBaseline2,NonMatch,E,805,456,905,556,spatial,no,no,1,2,10,1,1
18,1!,0.751932653,1,78.49529054,-0.004709457,0.49997762,-2.24E-05,verbalInit,Match,T,910,380,1010,480,verbal,yes,yes,1,3,18,1,0
19,4$,0.74712796,1,81.59511171,-0.004888287,0.499981091,-1.89E-05,verbalBaseline1,NonMatch,E,1015,456,1115,556,verbal,yes,yes,1,3,18,1,1
20,4$,1.315259498,1,85.09492753,-0.005072469,0.499958048,-4.20E-05,VerbalBranchTaskCue,NonMatch,A,805,456,905,556,verbal,yes,yes,1,3,18,1,1
21,4$,2.014522093,0,88.5947196,-0.0052804,0.499979145,-2.09E-05,VerbalBranchBack,Match,B,845,579,945,679,verbal,yes,yes,1,3,18,1,1
22,4$,1.577683985,1,92.09453235,-0.005467653,0.499971683,-2.83E-05,VerbalBranchBack,NonMatch,A,975,579,1075,679,verbal,yes,yes,1,3,18,1,1
23,4$,1.337745334,1,95.99431028,-0.005689724,0.499971633,-2.84E-05,VerbalBranchStart,NonMatch,B,910,380,1010,480,verbal,yes,yes,1,3,18,1,1
24,4$,1.055884747,1,99.89409443,-0.005905574,0.49997804,-2.20E-05,VerbalBranchStart,NonMatch,E,975,579,1075,679,verbal,yes,yes,1,3,18,1,1
25,4$,1.219099233,1,102.9939211,-0.006078936,0.499968396,-3.16E-05,ReturnVerbalBranchStart,NonMatch,L,1015,456,1115,556,verbal,yes,yes,1,3,18,1,1
26,1!,1.353319216,1,106.0937595,-0.006240509,0.49996516,-3.48E-05,verbalBaseline2,Match,E,910,380,1010,480,verbal,yes,yes,1,3,18,1,0
27,4$,0.866495799,1,109.5935578,-0.006442183,0.499969637,-3.04E-05,verbalBaseline2,NonMatch,L,975,579,1075,679,verbal,yes,yes,1,3,18,1,1
28,4$,0.875665141,1,115.7932095,-0.006790468,0.499970777,-2.92E-05,spatialInit,NonMatch,L,1015,456,1115,556,spatial,no,yes,1,4,28,1,1
29,4$,0.711935714,1,118.8930389,-0.006961115,0.499971532,-2.85E-05,spatialBaseline1,NonMatch,T,975,579,1075,679,spatial,no,yes,1,4,28,1,1
30,1!,0.853426706,1,122.8094854,0.009485381,0.499978275,-2.17E-05,SpatialSwitchTaskCue,Match,E,805,456,905,556,spatial,no,yes,1,4,28,1,0
31,1!,0.825539362,1,126.3092914,0.009291355,0.500097192,9.72E-05,SpatialSwitchStart,Match,T,910,380,1010,480,spatial,no,yes,1,4,28,1,0
32,1!,0.888631917,1,129.4091264,0.009126426,0.499974198,-2.58E-05,SpatialSwitchBack,Match,E,975,579,1075,679,spatial,no,yes,1,4,28,1,0
33,1!,0.946774392,1,132.9089321,0.00893213,0.499970492,-2.95E-05,SpatialSwitchStart,Match,B,910,380,1010,480,spatial,no,yes,1,4,28,1,0
34,4$,1.023997482,1,136.0087611,0.008761098,0.499968782,-3.12E-05,SpatialSwitchBack,NonMatch,E,845,579,945,679,spatial,no,yes,1,4,28,1,1
35,4$,0.909192487,1,139.5085631,0.008563096,0.49996427,-3.57E-05,ReturnSpatialSwitchStart,NonMatch,B,975,579,1075,679,spatial,no,yes,1,4,28,1,1
36,1!,0.770360003,1,143.0083686,0.008368616,0.499974198,-2.58E-05,spatialBaseline2,Match,E,805,456,905,556,spatial,no,yes,1,4,28,1,0
37,1!,0.502532197,1,146.5081773,0.008177306,0.499968011,-3.20E-05,spatialBaseline2,Match,L,1015,456,1115,556,spatial,no,yes,1,4,28,1,0
38,1!,0.870758702,1,153.1078001,0.007800054,0.499982987,-1.70E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,no,1,5,38,1,0
39,1!,0.470909976,1,156.6076157,0.007615737,0.499967356,-3.26E-05,verbalBaseline1,Match,A,1015,456,1115,556,verbal,yes,no,1,5,38,1,0
40,1!,0.766069831,1,159.7074502,0.007450207,0.49996556,-3.44E-05,verbalBaseline1,Match,B,975,579,1075,679,verbal,yes,no,1,5,38,1,0
41,1!,0.893234104,1,163.6072208,0.007220773,0.499973913,-2.61E-05,VerbalDelayTaskCue,Match,L,1015,456,1115,556,verbal,yes,no,1,5,38,1,0
42,4$,1.575379435,1,167.506996,0.006995986,0.499975054,-2.49E-05,VerbalDelayBack,NonMatch,B,805,456,905,556,verbal,yes,no,1,5,38,1,1
43,1!,0.644559579,1,170.6068361,0.006836058,0.499970422,-2.96E-05,VerbalDelayBack,Match,L,1015,456,1115,556,verbal,yes,no,1,5,38,1,0
44,1!,1.147683349,1,173.706663,0.006662961,0.499974769,-2.52E-05,VerbalDelayBack,Match,E,805,456,905,556,verbal,yes,no,1,5,38,1,0
45,1!,1.31188034,1,176.8064824,0.006482421,0.499981996,-1.80E-05,VerbalDelayBack,Match,T,975,579,1075,679,verbal,yes,no,1,5,38,1,0
46,4$,0.93599561,1,180.3062979,0.006297918,0.499971347,-2.87E-05,ReturnVerbalDelayStart,NonMatch,L,1015,456,1115,556,verbal,yes,no,1,5,38,1,1
47,4$,1.621131591,1,184.2060786,0.006078598,0.499965881,-3.41E-05,verbalBaseline2,NonMatch,T,845,579,945,679,verbal,yes,no,1,5,38,1,1
48,4$,0.828378375,1,188.1058547,0.005854716,0.499975959,-2.40E-05,verbalBaseline2,NonMatch,B,1015,456,1115,556,verbal,yes,no,1,5,38,1,1
49,1!,0.778782668,1,195.5054514,0.005451378,0.499979885,-2.01E-05,spatialInit,Match,B,910,380,1010,480,spatial,yes,yes,1,6,49,1,0
50,4$,0.81883156,1,198.6052897,0.00528974,0.499967036,-3.30E-05,spatialBaseline1,NonMatch,E,1015,456,1115,556,spatial,yes,yes,1,6,49,1,1
51,1!,1.724884193,1,201.7051076,0.005107604,0.499975574,-2.44E-05,SpatialBranchTaskCue,Match,A,845,579,945,679,spatial,yes,yes,1,6,49,1,0
52,4$,1.590211857,1,204.8049341,0.004934142,0.499966116,-3.39E-05,SpatialBranchStart,NonMatch,L,1015,456,1115,556,spatial,yes,yes,1,6,49,1,1
53,1!,0.844268903,1,207.9047682,0.004768242,0.499964555,-3.54E-05,SpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,1,6,49,1,0
54,4$,1.685474576,1,211.8045396,0.004539648,0.499980471,-1.95E-05,ReturnSpatialBranchBack,NonMatch,B,805,456,905,556,spatial,yes,yes,1,6,49,1,1
55,1!,0.855637373,1,215.7043293,0.004329316,0.499972538,-2.75E-05,spatialBaseline2,Match,A,1015,456,1115,556,spatial,yes,yes,1,6,49,1,0
56,4$,1.007762788,1,218.8041638,0.004163751,0.499964975,-3.50E-05,spatialBaseline2,NonMatch,T,910,380,1010,480,spatial,yes,yes,1,6,49,1,1
57,4$,0.762120473,1,226.2037451,0.003745053,0.49997995,-2.00E-05,verbalInit,NonMatch,E,975,579,1075,679,verbal,no,no,1,7,57,1,1
58,4$,1.372282855,0,229.7035498,0.003549802,0.499973158,-2.68E-05,verbalBaseline1,Match,T,910,380,1010,480,verbal,no,no,1,7,57,1,1
59,1!,0.619416729,1,233.2033659,0.003365855,0.499962374,-3.76E-05,VerbalControlTaskCue,Match,A,975,579,1075,679,verbal,no,no,1,7,57,1,0
60,1!,0.765611995,1,236.7031711,0.003171104,0.499968396,-3.16E-05,VerbalControlBack,Match,B,805,456,905,556,verbal,no,no,1,7,57,1,0
61,4$,0.675703187,1,239.802988,0.002987998,0.499973343,-2.67E-05,VerbalControlBack,NonMatch,T,910,380,1010,480,verbal,no,no,1,7,57,1,1
62,1!,0.669900073,1,242.9028123,0.002812305,0.499974113,-2.59E-05,VerbalControlBack,Match,A,975,579,1075,679,verbal,no,no,1,7,57,1,0
63,1!,0.595121802,1,246.0026443,0.002644324,0.49997995,-2.00E-05,VerbalControlBack,Match,B,845,579,945,679,verbal,no,no,1,7,57,1,0
64,1!,0.442296181,1,249.9024276,0.002427569,0.499977905,-2.21E-05,ReturnVerbalControlBack,Match,L,1015,456,1115,556,verbal,no,no,1,7,57,1,0
65,4$,0.674468888,1,253.802222,0.002222034,0.499950855,-4.91E-05,verbalBaseline2,NonMatch,T,975,579,1075,679,verbal,no,no,1,7,57,1,1
66,4$,1.127563829,1,257.7019913,0.001991309,0.499984177,-1.58E-05,verbalBaseline2,NonMatch,B,910,380,1010,480,verbal,no,no,1,7,57,1,1
67,4$,1.016892031,1,264.7016035,0.001603473,0.499968732,-3.13E-05,spatialInit,NonMatch,A,845,579,945,679,spatial,yes,yes,1,8,67,1,1
68,4$,1.182060829,1,268.6013976,0.001397602,0.499972303,-2.77E-05,spatialBaseline1,NonMatch,B,1015,456,1115,556,spatial,yes,yes,1,8,67,1,1
69,4$,1.297204808,1,272.1011999,0.001199885,0.499976579,-2.34E-05,SpatialBranchTaskCue,NonMatch,T,805,456,905,556,spatial,yes,yes,1,8,67,1,1
70,1!,1.196412016,1,276.0009802,0.000980229,0.499969837,-3.02E-05,SpatialBranchBack,Match,E,1015,456,1115,556,spatial,yes,yes,1,8,67,1,0
71,1!,1.105594915,1,279.9007608,0.000760824,0.499972203,-2.78E-05,SpatialBranchBack,Match,B,845,579,945,679,spatial,yes,yes,1,8,67,1,0
72,4$,0.919855283,1,283.8005427,0.000542694,0.499980991,-1.90E-05,ReturnSpatialBranchBack,NonMatch,T,805,456,905,556,spatial,yes,yes,1,8,67,1,1
73,4$,1.059029217,1,287.7003277,0.0003277,0.499972773,-2.72E-05,spatialBaseline2,NonMatch,A,975,579,1075,679,spatial,yes,yes,1,8,67,1,1
74,4$,1.091275288,1,294.299966,-3.40E-05,0.49996494,-3.51E-05,verbalInit,NonMatch,E,845,579,945,679,verbal,no,yes,1,9,74,1,1
75,1!,0.462415851,1,297.3997881,-0.000211896,0.499969402,-3.06E-05,verbalBaseline1,Match,T,910,380,1010,480,verbal,no,yes,1,9,74,1,0
76,4$,0.655561329,1,301.2995733,-0.000426689,0.499971918,-2.81E-05,verbalBaseline1,NonMatch,E,975,579,1075,679,verbal,no,yes,1,9,74,1,1
77,4$,0.762745497,1,304.7993874,-0.000612617,0.499964405,-3.56E-05,VerbalSwitchTaskCue,NonMatch,B,1015,456,1115,556,verbal,no,yes,1,9,74,1,1
78,4$,0.629911537,1,308.2991849,-0.000815096,0.499969922,-3.01E-05,VerbalSwitchStart,NonMatch,E,975,579,1075,679,verbal,no,yes,1,9,74,1,1
79,4$,1.353142604,0,311.7989943,-0.001005735,0.499979715,-2.03E-05,VerbalSwitchBack,Match,T,910,380,1010,480,verbal,no,yes,1,9,74,1,1
80,4$,1.441295865,0,314.8988135,-0.00118646,0.49997762,-2.24E-05,VerbalSwitchStart,Match,T,975,579,1075,679,verbal,no,yes,1,9,74,1,1
81,4$,0.982436298,0,317.9986427,-0.001357257,0.499973058,-2.69E-05,VerbalSwitchBack,Match,A,1015,456,1115,556,verbal,no,yes,1,9,74,1,1
82,1!,0.879499418,1,321.4984573,-0.00154268,0.499974484,-2.55E-05,ReturnVerbalSwitchBack,Match,B,910,380,1010,480,verbal,no,yes,1,9,74,1,0
83,1!,1.382628755,1,324.5982761,-0.00172391,0.499987933,-1.21E-05,verbalBaseline2,Match,L,805,456,905,556,verbal,no,yes,1,9,74,1,0
84,1!,0.86001024,1,330.7979434,-0.002056615,0.499964455,-3.55E-05,spatialInit,Match,A,910,380,1010,480,spatial,yes,no,1,10,84,1,0
85,4$,0.749088779,1,333.8977707,-0.002229257,0.499973628,-2.64E-05,spatialBaseline1,NonMatch,E,845,579,945,679,spatial,yes,no,1,10,84,1,1
86,4$,1.419212005,1,336.9975973,-0.002402669,0.499965695,-3.43E-05,spatialBaseline1,NonMatch,L,1015,456,1115,556,spatial,yes,no,1,10,84,1,1
87,1!,0.940398747,1,340.4974002,-0.002599766,0.499967491,-3.25E-05,SpatialDelayTaskCue,Match,T,845,579,945,679,spatial,yes,no,1,10,84,1,0
88,4$,0.972427186,0,344.3973073,-0.002692737,0.499857442,-0.000142558,SpatialDelayBack,Match,B,910,380,1010,480,spatial,yes,no,1,10,84,1,1
89,1!,0.54374789,1,348.2969646,-0.003035356,0.499970492,-2.95E-05,SpatialDelayBack,Match,A,975,579,1075,679,spatial,yes,no,1,10,84,1,0
90,1!,0.559958501,1,352.1967513,-0.00324874,0.49996536,-3.46E-05,SpatialDelayBack,Match,E,805,456,905,556,spatial,yes,no,1,10,84,1,0
91,4$,0.812109553,1,356.0965321,-0.00346791,0.499983842,-1.62E-05,SpatialDelayBack,NonMatch,B,910,380,1010,480,spatial,yes,no,1,10,84,1,1
92,1!,1.216236307,0,359.1963661,-0.00363391,0.499960128,-3.99E-05,ReturnSpatialDelayBack,NonMatch,E,1015,456,1115,556,spatial,yes,no,1,10,84,1,0
93,1!,1.272342647,1,362.2961865,-0.003813545,0.499971012,-2.90E-05,spatialBaseline2,Match,T,845,579,945,679,spatial,yes,no,1,10,84,1,0
94,1!,0.97556773,1,366.1959776,-0.004022382,0.499972033,-2.80E-05,spatialBaseline2,Match,E,910,380,1010,480,spatial,yes,no,1,10,84,1,0
95,4$,1.116890249,1,373.9955396,-0.004460422,0.499968782,-3.12E-05,spatialInit,NonMatch,B,1015,456,1115,556,spatial,no,yes,1,11,95,1,1
96,4$,1.084133143,1,377.8953174,-0.004682594,0.499973058,-2.69E-05,spatialBaseline1,NonMatch,T,975,579,1075,679,spatial,no,yes,1,11,95,1,1
97,4$,0.973251511,1,381.795108,-0.004891986,0.499973343,-2.67E-05,SpatialSwitchTaskCue,NonMatch,B,845,579,945,679,spatial,no,yes,1,11,95,1,1
98,4$,1.018544856,1,385.6948947,-0.00510532,0.499966736,-3.33E-05,SpatialSwitchStart,NonMatch,T,1015,456,1115,556,spatial,no,yes,1,11,95,1,1
99,4$,0.797698224,1,389.1946944,-0.005305552,0.499969922,-3.01E-05,SpatialSwitchBack,NonMatch,B,805,456,905,556,spatial,no,yes,1,11,95,1,1
100,4$,0.962809482,1,393.0944714,-0.005528579,0.499983187,-1.68E-05,SpatialSwitchBack,NonMatch,A,975,579,1075,679,spatial,no,yes,1,11,95,1,1
101,1!,0.548956485,1,396.1943074,-0.005692618,0.499966886,-3.31E-05,ReturnSpatialSwitchBack,Match,E,805,456,905,556,spatial,no,yes,1,11,95,1,0
102,4$,1.294198897,1,399.6941129,-0.005887149,0.499972488,-2.75E-05,spatialBaseline2,NonMatch,L,975,579,1075,679,spatial,no,yes,1,11,95,1,1
103,1!,1.034442798,1,407.0937055,-0.006294543,0.499971918,-2.81E-05,verbalInit,Match,T,845,579,945,679,verbal,yes,yes,1,12,103,1,0
104,1!,1.042621517,1,410.5935068,-0.006493166,0.499971683,-2.83E-05,verbalBaseline1,Match,A,975,579,1075,679,verbal,yes,yes,1,12,103,1,0
105,4$,1.309777341,1,413.69333,-0.006670034,0.49997913,-2.09E-05,verbalBaseline1,NonMatch,L,805,456,905,556,verbal,yes,yes,1,12,103,1,1
106,1!,1.026887023,0,417.1931422,-0.006857823,0.499976714,-2.33E-05,VerbalBranchTaskCue,NonMatch,T,910,380,1010,480,verbal,yes,yes,1,12,103,1,0
107,4$,1.25139206,1,420.3096301,0.009630069,0.483308382,-0.016691618,VerbalBranchStart,NonMatch,E,975,579,1075,679,verbal,yes,yes,1,12,103,1,1
108,4$,1.007549298,1,424.2094319,0.009431896,0.49995112,-4.89E-05,VerbalBranchStart,NonMatch,A,845,579,945,679,verbal,yes,yes,1,12,103,1,1
109,1!,1.610721964,1,427.7092306,0.009230573,0.499958803,-4.12E-05,ReturnVerbalBranchBack,Match,B,1015,456,1115,556,verbal,yes,yes,1,12,103,1,0
110,1!,0.788893325,1,431.2090357,0.009035707,0.499972203,-2.78E-05,verbalBaseline2,Match,L,805,456,905,556,verbal,yes,yes,1,12,103,1,0
111,4$,0.887219966,1,438.2086473,0.00864725,0.499972823,-2.72E-05,verbalInit,NonMatch,A,975,579,1075,679,verbal,no,no,1,13,111,1,1
112,1!,0.926325297,1,441.7084557,0.008455671,0.499955802,-4.42E-05,verbalBaseline1,Match,B,805,456,905,556,verbal,no,no,1,13,111,1,0
113,4$,1.079547207,1,445.2082666,0.008266557,0.500084767,8.48E-05,verbalBaseline1,NonMatch,A,845,579,945,679,verbal,no,no,1,13,111,1,1
114,1!,0.576664466,0,448.3080869,0.008086922,0.499968311,-3.17E-05,VerbalControlTaskCue,NonMatch,L,1015,456,1115,556,verbal,no,no,1,13,111,1,0
115,1!,0.583810402,1,452.2078706,0.007870603,0.499972203,-2.78E-05,VerbalControlBack,Match,E,975,579,1075,679,verbal,no,no,1,13,111,1,0
116,1!,0.560976444,1,455.3076961,0.00769615,0.499973913,-2.61E-05,VerbalControlBack,Match,T,805,456,905,556,verbal,no,no,1,13,111,1,0
117,4$,1.085165761,1,458.4075218,0.007521847,0.499972003,-2.80E-05,ReturnVerbalControlBack,NonMatch,B,910,380,1010,480,verbal,no,no,1,13,111,1,1
118,4$,0.747317836,1,462.3073111,0.007311064,0.499960749,-3.93E-05,verbalBaseline2,NonMatch,E,975,579,1075,679,verbal,no,no,1,13,111,1,1
119,4$,0.789441203,1,465.8071121,0.007112107,0.499969722,-3.03E-05,verbalBaseline2,NonMatch,L,910,380,1010,480,verbal,no,no,1,13,111,1,1
120,1!,0.757810563,1,472.8067283,0.006728277,0.499971633,-2.84E-05,spatialInit,Match,L,910,380,1010,480,spatial,yes,no,1,14,120,1,0
121,1!,0.523991168,1,476.3065242,0.006524188,0.499976294,-2.37E-05,spatialBaseline1,Match,T,975,579,1075,679,spatial,yes,no,1,14,120,1,0
122,4$,1.009156022,1,480.2063193,0.006319272,0.499972203,-2.78E-05,spatialBaseline1,NonMatch,L,910,380,1010,480,spatial,yes,no,1,14,120,1,1
123,4$,1.173326214,1,484.1060942,0.0060942,0.499975054,-2.49E-05,SpatialDelayTaskCue,NonMatch,E,845,579,945,679,spatial,yes,no,1,14,120,1,1
124,1!,0.582459563,1,488.00589,0.00588999,0.49996417,-3.58E-05,SpatialDelayBack,Match,A,910,380,1010,480,spatial,yes,no,1,14,120,1,0
125,1!,0.891638969,1,491.1057036,0.005703613,0.499973158,-2.68E-05,SpatialDelayBack,Match,T,975,579,1075,679,spatial,yes,no,1,14,120,1,0
126,1!,0.856814552,1,494.6055082,0.005508176,0.499981996,-1.80E-05,ReturnSpatialDelayStart,Match,E,910,380,1010,480,spatial,yes,no,1,14,120,1,0
127,4$,1.164947255,1,497.705345,0.005344993,0.499969352,-3.06E-05,spatialBaseline2,NonMatch,B,845,579,945,679,spatial,yes,no,1,14,120,1,1
128,4$,1.606194758,1,504.3049811,0.004981141,0.499972773,-2.72E-05,verbalInit,NonMatch,B,1015,456,1115,556,verbal,no,yes,1,15,128,1,1
129,4$,1.142482316,0,507.8047887,0.004788691,0.499974484,-2.55E-05,verbalBaseline1,Match,L,805,456,905,556,verbal,no,yes,1,15,128,1,1
130,4$,1.520572616,0,511.3045934,0.004593404,0.499973628,-2.64E-05,VerbalSwitchTaskCue,Match,E,975,579,1075,679,verbal,no,yes,1,15,128,1,1
131,4$,1.198752539,0,515.2043751,0.004375124,0.499971062,-2.89E-05,VerbalSwitchBack,Match,T,845,579,945,679,verbal,no,yes,1,15,128,1,1
132,4$,0.811975086,0,518.3042018,0.004201812,0.499972203,-2.78E-05,VerbalSwitchStart,Match,T,1015,456,1115,556,verbal,no,yes,1,15,128,1,1
133,1!,0.927019851,0,521.4040282,0.004028214,0.499974484,-2.55E-05,VerbalSwitchStart,NonMatch,A,845,579,945,679,verbal,no,yes,1,15,128,1,0
134,4$,0.881223454,0,524.9038401,0.003840091,0.499959373,-4.06E-05,ReturnVerbalSwitchStart,Match,T,1015,456,1115,556,verbal,no,yes,1,15,128,1,1
135,4$,1.092434505,1,528.4036407,0.003640663,0.499972588,-2.74E-05,verbalBaseline2,NonMatch,E,805,456,905,556,verbal,no,yes,1,15,128,1,1
136,1!,0.887781178,1,535.8032272,0.003227247,0.499976194,-2.38E-05,spatialInit,Match,A,910,380,1010,480,spatial,no,no,1,16,136,1,0
137,1!,1.02780528,1,539.7030214,0.003021376,0.499959038,-4.10E-05,spatialBaseline1,Match,E,975,579,1075,679,spatial,no,no,1,16,136,1,0
138,4$,1.084068996,1,543.6027924,0.002792362,0.49997886,-2.11E-05,spatialBaseline1,NonMatch,T,1015,456,1115,556,spatial,no,no,1,16,136,1,1
139,4$,0.964248753,1,547.5025783,0.002578273,0.499969487,-3.05E-05,SpatialControlTaskCue,NonMatch,E,805,456,905,556,spatial,no,no,1,16,136,1,1
140,4$,0.964429421,1,551.4023602,0.002360228,0.499976579,-2.34E-05,SpatialControlBack,NonMatch,B,975,579,1075,679,spatial,no,no,1,16,136,1,1
141,1!,0.726562678,1,554.9021773,0.002177302,0.499961939,-3.81E-05,SpatialControlBack,Match,L,805,456,905,556,spatial,no,no,1,16,136,1,0
142,4$,1.000672531,1,558.0019949,0.001994866,0.499973628,-2.64E-05,SpatialControlBack,NonMatch,A,845,579,945,679,spatial,no,no,1,16,136,1,1
143,1!,0.540937087,1,561.9017796,0.001779587,0.499970492,-2.95E-05,ReturnSpatialControlBack,Match,E,910,380,1010,480,spatial,no,no,1,16,136,1,0
144,1!,0.723067735,1,565.001611,0.001611021,0.499974534,-2.55E-05,spatialBaseline2,Match,T,975,579,1075,679,spatial,no,no,1,16,136,1,0
145,4$,0.944775135,1,11.99808566,-0.001914343,0.49997829,-2.17E-05,verbalInit,NonMatch,B,845,579,945,679,verbal,yes,no,2,1,1,1,1
146,1!,0.572937687,1,15.49789517,-0.002104832,0.49997943,-2.06E-05,verbalBaseline1,Match,L,1015,456,1115,556,verbal,yes,no,2,1,1,1,0
147,1!,0.86701193,1,18.99770803,-0.002291965,0.499966466,-3.35E-05,VerbalDelayTaskCue,Match,E,845,579,945,679,verbal,yes,no,2,1,1,1,0
148,4$,0.930279972,1,22.49750629,-0.002493709,0.499972388,-2.76E-05,VerbalDelayBack,NonMatch,A,975,579,1075,679,verbal,yes,no,2,1,1,1,1
149,1!,0.515433701,1,26.39729001,-0.002709993,0.499975339,-2.47E-05,VerbalDelayBack,Match,B,845,579,945,679,verbal,yes,no,2,1,1,1,0
150,1!,0.707459356,1,29.49723972,-0.002760277,0.499849039,-0.000150961,VerbalDelayBack,Match,L,975,579,1075,679,verbal,yes,no,2,1,1,1,0
151,4$,0.82375561,1,32.99692208,-0.003077922,0.499970207,-2.98E-05,VerbalDelayBack,NonMatch,B,1015,456,1115,556,verbal,yes,no,2,1,1,1,1
152,1!,1.767842618,1,36.49672493,-0.003275068,0.499975054,-2.49E-05,ReturnVerbalDelayBack,Match,L,805,456,905,556,verbal,yes,no,2,1,1,1,0
153,4$,1.292057175,1,40.39651165,-0.003488352,0.499981661,-1.83E-05,verbalBaseline2,NonMatch,T,910,380,1010,480,verbal,yes,no,2,1,1,1,1
154,1!,1.137206117,1,43.49634578,-0.003654217,0.499966466,-3.35E-05,verbalBaseline2,Match,A,845,579,945,679,verbal,yes,no,2,1,1,1,0
155,1!,0.74254732,1,50.49594354,-0.004056458,0.50009206,9.21E-05,spatialInit,Match,B,910,380,1010,480,spatial,no,no,2,2,11,1,0
156,1!,0.51170387,1,54.39572866,-0.004271337,0.49997762,-2.24E-05,spatialBaseline1,Match,E,975,579,1075,679,spatial,no,no,2,2,11,1,0
157,4$,0.868970888,1,57.89553522,-0.004464777,0.499971532,-2.85E-05,SpatialControlTaskCue,NonMatch,L,845,579,945,679,spatial,no,no,2,2,11,1,1
158,1!,0.901140737,1,61.79532622,-0.004673784,0.499966401,-3.36E-05,SpatialControlBack,Match,B,910,380,1010,480,spatial,no,no,2,2,11,1,0
159,1!,0.571259117,1,65.6950963,-0.004903704,0.499974198,-2.58E-05,SpatialControlBack,Match,T,975,579,1075,679,spatial,no,no,2,2,11,1,0
160,1!,0.567430557,1,69.59488695,-0.005113046,0.499971212,-2.88E-05,ReturnSpatialControlBack,Match,E,805,456,905,556,spatial,no,no,2,2,11,1,0
161,1!,0.453545714,1,73.0946911,-0.005308902,0.499982801,-1.72E-05,spatialBaseline2,Match,L,1015,456,1115,556,spatial,no,no,2,2,11,1,0
162,1!,0.951863716,1,79.29435707,-0.005642932,0.499966401,-3.36E-05,verbalInit,Match,T,975,579,1075,679,verbal,yes,yes,2,3,18,1,0
163,4$,1.051057766,1,83.1941301,-0.005869901,0.499971397,-2.86E-05,verbalBaseline1,NonMatch,E,845,579,945,679,verbal,yes,yes,2,3,18,1,1
164,4$,1.065232997,1,87.09390935,-0.006090647,0.499984612,-1.54E-05,verbalBaseline1,NonMatch,B,805,456,905,556,verbal,yes,yes,2,3,18,1,1
165,1!,1.008314792,0,90.59371102,-0.006288984,0.499981326,-1.87E-05,VerbalBranchTaskCue,NonMatch,T,845,579,945,679,verbal,yes,yes,2,3,18,1,0
166,4$,0.954440401,1,93.69367727,-0.006322732,0.49983621,-0.00016379,VerbalBranchBack,NonMatch,E,1015,456,1115,556,verbal,yes,yes,2,3,18,1,1
