"","X1","X2","X3","X4","X1.1","X2.1","X3.1","X4.1","X1.2","X2.2","X3.2","X4.2","X1.3","X2.3","X3.3","X4.3"
"1",0.805075,0.444251020408163,0.85216170212766,0.6853,0.88668,0.463164583333333,0.719029787234043,0.626177083333333,0.780529166666667,0.46646875,0.635964583333333,0.605939583333333,0.711548936170213,0.392904166666667,0.598646666666667,0.525485416666667
"2",0.983572727272727,0.416227906976744,0.595834782608696,0.7082,0.740393617021277,0.403658333333333,0.564527659574468,0.591472916666667,0.898072916666667,0.39323829787234,0.605867391304348,0.617302222222222,0.819645454545455,0.435266666666667,0.614332,0.624819565217391
"3",0.666377272727273,0.343275,0.50004347826087,0.5647675,0.796966666666667,0.547131914893617,0.623565957446809,0.653290909090909,0.602869047619048,0.3699,0.43725652173913,0.526620833333333,0.640290697674419,0.366614583333333,0.513571111111111,0.525821739130435
"4",0.765108510638298,0.455804255319149,0.698610869565217,0.744666,0.761514893617021,0.486689583333333,0.720910416666667,0.571708510638298,0.757152083333333,0.469510416666667,0.688739583333333,0.677585416666667,0.747830434782609,0.462327083333333,0.675617021276596,0.625491666666667
"5",0.545712244897959,0.316344680851064,0.48004,0.489423255813953,0.552906976744186,0.348141666666667,0.436458333333333,0.444185416666667,0.599993181818182,0.368397916666667,0.48623125,0.458730434782609,0.5123,0.36745625,0.450763829787234,0.46055
"6",0.59990625,0.3783,0.508891304347826,0.467177272727273,0.60715652173913,0.377929166666667,0.442893617021277,0.445563829787234,0.657215217391304,0.350739583333333,0.502270833333333,0.45474375,0.499128260869565,0.337229166666667,0.400395744680851,0.4202
"7",0.559058695652174,0.348532653061224,0.445686,0.45854347826087,0.598781395348837,0.394197916666667,0.478276595744681,0.573022222222222,0.66521875,0.479510416666667,0.523166666666667,0.63518125,0.653760416666667,0.450775,0.577570833333333,0.626804347826087
"8",0.684482978723404,0.378673469387755,0.498259090909091,0.594971111111111,0.551906818181818,0.45056875,0.550308510638298,0.618154166666667,0.7479125,0.448666666666667,0.644264583333333,0.593612765957447,0.603326666666667,0.389410416666667,0.508348936170213,0.485764583333333
"9",0.797058333333333,0.530587234042553,0.675102127659574,0.687017021276596,0.64885625,0.407420833333333,0.50658125,0.550319565217391,0.666782608695652,0.433091666666667,0.512652173913044,0.508852272727273,0.711241860465116,0.386325531914894,0.503695744680851,0.512586956521739
"10",0.531983333333333,0.389436734693878,0.466704081632653,0.523363414634146,0.500348936170213,0.396077083333333,0.464939583333333,0.480391489361702,0.49120625,0.372639583333333,0.4355,0.4661875,0.486725531914894,0.34159375,0.45195,0.439952083333333
"11",0.701602127659575,0.373718367346939,0.519285106382979,0.655313636363636,0.711744444444444,0.39045,0.519440425531915,0.542359574468085,0.688834042553191,0.361045833333333,0.588847916666667,0.5802875,0.757112765957447,0.368539583333333,0.498145833333333,0.503614893617021
"12",0.7615,0.39069375,0.655695238095238,0.721555555555556,0.643417777777778,0.36480625,0.526289130434783,0.535437777777778,0.619928888888889,0.3724125,0.586848888888889,0.594610869565217,0.724889361702128,0.407604166666667,0.57994,0.58366170212766
"13",0.563061538461539,0.334104255319149,0.542870833333333,0.49539347826087,0.551042553191489,0.35725,0.504616666666667,0.46269375,0.568304545454545,0.35655,0.544808333333333,0.4942125,0.583114583333333,0.3653375,0.537520833333333,0.553183333333333
"14",0.852111320754717,0.54909347826087,0.695602127659574,0.650977083333333,0.551085106382979,0.38816875,0.4637875,0.483841304347826,0.552514893617021,0.38499375,0.50261875,0.465732608695652,0.748926086956522,0.539422916666667,0.654475,0.678847916666667
"15",0.742363157894737,0.422178,0.731420408163265,0.694968085106383,0.569460869565217,0.434654166666667,0.463735416666667,0.536090697674419,0.638697872340426,0.39966875,0.555151063829787,0.541843181818182,0.593729787234043,0.390139583333333,0.535402222222222,0.53484347826087
"16",0.637936363636364,0.364,0.533261363636364,0.537490476190476,0.687435416666667,0.373754166666667,0.603820833333333,0.61355,0.581031914893617,0.3367625,0.45795,0.46098,0.591804761904762,0.361504166666667,0.499086,0.500640425531915
"17",0.598029166666667,0.337929787234043,0.499063043478261,0.575153191489362,0.517417021276596,0.338427083333333,0.508989361702128,0.528654166666667,0.58551875,0.343154166666667,0.50598125,0.516102083333333,0.54363829787234,0.345004166666667,0.464555102040816,0.501325
